time,BRs,AirUsage,BTs,HRs,Gs,Fs,Ps,Forces,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,subject,time_diff,nozzle_open,nozzle_pattern_coeff,attack_flag,water_usage,cumulative_water_usage,total_water_usage,cumulative_air_usage,total_air_usage,air_usage_during_fire_attack,cumulative_air_usage_during_fire_attack,total_air_usage_during_fire_attack,fire_intensity,fire_attack_duration
83.5516544,25,240,35.189998626709,119,100,570,14,494,100.0,97.630859375,100.0,56.8317184448242,100.0,subject_1,3.3,1,0.8318122278318338,1,1565.0,8849.0,62597,9216,23865,240,2788,14409,354.4625778198242,149
86.0119296,25,235,35.189998626709,118,100,570,14,494,99.5964965820313,50.0456008911133,99.8316192626953,7.08860778808594,71.976692199707,subject_1,2.5,1,0.8318122278318338,1,1185.0,10034.0,62597,9451,23865,235,3023,14409,256.56232452392584,149
88.8404096,25,240,35.189998626709,117,100,570,13,494,100.0,57.1404113769531,51.2528991699219,21.2756309509277,10.9449796676636,subject_1,2.8,1,0.8429895373265012,1,1345.0,11379.0,62597,9691,23865,240,3263,14409,229.6689414978027,149
92.5916032,24,244,35.2299995422363,113,100,570,13,494,100.0,68.9328308105469,51.0233993530273,44.8310012817383,31.3008098602295,subject_1,3.8,1,0.8429895373265012,1,1826.0,13205.0,62597,9935,23865,244,3507,14409,264.7872314453125,149
95.4963968,25,240,35.2099990844727,114,100,570,14,494,95.7406768798828,45.5513687133789,3.4298369884491,2.05867290496826,10.9665699005127,subject_1,2.9,1,0.8318122278318338,1,1375.0,14580.0,62597,10175,23865,240,3747,14409,146.78055548667905,149
98.4424064,25,240,35.2099990844727,119,100,570,14,494,50.8581390380859,52.9386901855469,6.47577810287476,9.82408332824707,5.03046321868896,subject_1,2.9,1,0.8318122278318338,1,1375.0,15955.0,62597,10415,23865,240,3987,14409,120.09669065475464,149
101.6152448,25,235,35.2200012207031,120,100,570,14,494,56.1707000732422,61.4921188354492,17.9230499267578,22.1037006378174,15.6464395523071,subject_1,3.2,1,0.8318122278318338,1,1517.0,17472.0,62597,10650,23865,235,4222,14409,157.68956947326663,149
104.5329792,25,235,35.2200012207031,126,100,570,14,494,52.1696395874023,51.3695182800293,5.45462799072266,0.389959812164307,3.48121404647827,subject_1,2.9,1,0.8318122278318338,1,1375.0,18847.0,62597,10885,23865,235,4457,14409,109.38374567031856,149
107.5592704,24,244,35.189998626709,126,100,570,14,494,51.2943000793457,50.685489654541,2.9215350151062,7.47789096832275,0.966871082782745,subject_1,3.0,1,0.8318122278318338,1,1422.0,20269.0,62597,11129,23865,244,4701,14409,112.37921571731566,149
111.7924992,23,260,35.2400016784668,124,100,570,14,494,56.3097610473633,59.7528610229492,16.9873790740967,22.3527202606201,14.2247695922852,subject_1,4.2,1,0.8318122278318338,1,1991.0,22260.0,62597,11389,23865,260,4961,14409,155.4027214050293,149
114.360576,21,279,35.2400016784668,124,100,570,14,494,60.1934204101563,58.8782501220703,11.6716604232788,3.98823094367981,20.8319492340088,subject_1,2.6,1,0.8318122278318338,1,1233.0,23493.0,62597,11668,23865,279,5240,14409,134.7315618991852,149
117.2092544,20,292,35.2299995422363,124,100,570,14,494,52.919921875,63.7754516601563,6.71676683425903,13.7704401016235,1.82990205287933,subject_1,2.8,1,0.8318122278318338,1,1328.0,24821.0,62597,11960,23865,292,5532,14409,137.18258047103885,149
120.5493632,20,300,35.2400016784668,123,100,570,14,494,54.5981101989746,51.149829864502,11.9876403808594,1.13808703422546,12.0988998413086,subject_1,3.3,1,0.8318122278318338,1,1565.0,26386.0,62597,12260,23865,300,5832,14409,118.87366747856147,149
123.5232384,20,300,35.2599983215332,123,100,570,13,494,59.8510284423828,55.3057899475098,14.0095300674438,9.44564723968506,22.5954399108887,subject_1,3.0,1,0.8429895373265012,1,1442.0,27828.0,62597,12560,23865,300,6132,14409,138.61199569702146,149
130.0001152,20,300,35.25,124,100,570,13,494,77.7272262573242,68.5919799804688,45.1462783813477,12.2965297698975,55.4554100036621,subject_1,6.5,1,0.8429895373265012,1,3123.0,30951.0,62597,12860,23865,300,6432,14409,203.76201438903823,149
132.6930176,20,300,35.25,123,100,570,14,494,80.5066070556641,75.6431427001953,22.7898807525635,12.813570022583,0.629092693328857,subject_1,2.7,1,0.8318122278318338,1,1280.0,32231.0,62597,13160,23865,300,6732,14409,191.75320053100592,149
135.2491648,19,307,35.3899993896484,123,100,570,14,494,70.594970703125,71.9872283935547,4.63267803192139,0.0805411413311958,10.1394195556641,subject_1,2.6,1,0.8318122278318338,1,1233.0,33464.0,62597,13467,23865,307,7039,14409,147.29541826993227,149
138.063872,18,324,35.4199981689453,122,100,570,14,494,77.2294769287109,53.0140609741211,15.0733098983765,7.08614110946655,23.3986206054688,subject_1,2.8,1,0.8318122278318338,1,1328.0,34792.0,62597,13791,23865,324,7363,14409,152.40298891067505,149
140.1353856,17,342,35.4300003051758,122,100,570,14,494,79.9913787841797,51.3766899108887,11.0378398895264,4.24783182144165,19.3321990966797,subject_1,2.1,1,0.8318122278318338,1,996.0,35788.0,62597,14133,23865,342,7705,14409,146.65374040603646,149
142.8056064,16,363,35.3899993896484,122,100,570,12,495,51.6263313293457,55.8015899658203,9.02871894836426,13.086350440979,7.54372215270996,subject_1,2.7,1,0.8543436937742046,1,1315.0,37103.0,62597,14496,23865,363,8068,14409,129.54299068450925,149
146.2535552,16,363,35.2400016784668,122,100,570,14,494,56.0591087341309,62.3402786254883,11.9866399765015,26.1466999053955,8.26440143585205,subject_1,3.4,1,0.8318122278318338,1,1612.0,38715.0,62597,14859,23865,363,8431,14409,156.5327272415162,149
149.2035456,17,342,35.2799987792969,125,100,570,13,494,52.8577003479004,49.961109161377,4.09220504760742,1.39589297771454,6.70107889175415,subject_1,2.9,1,0.8429895373265012,1,1393.0,40108.0,62597,15201,23865,342,8773,14409,108.30690753459936,149
151.5647616,18,324,35.2900009155273,126,100,570,14,494,56.7526512145996,40.2633209228516,7.78754091262817,0.133701503276825,14.4842300415039,subject_1,2.4,1,0.8318122278318338,1,1138.0,41246.0,62597,15525,23865,324,9097,14409,104.9372145533562,149
154.8303616,19,307,35.2799987792969,128,100,570,14,494,49.9432106018066,6.55945014953613,1.76535999774933,4.00789880752563,0.963131427764893,subject_1,3.3,1,0.8318122278318338,1,1565.0,42811.0,62597,15832,23865,307,9404,14409,62.27591955661769,149
157.8679936,20,300,35.310001373291,130,100,570,14,494,54.8187217712402,0.0019874449353665,3.77531599998474,0.0,6.84753179550171,subject_1,3.0,1,0.8318122278318338,1,1422.0,44233.0,62597,16132,23865,300,9704,14409,58.59602521616031,149
160.2308352,20,300,35.310001373291,129,100,570,14,494,50.7561492919922,0.0019874449353665,0.0,0.0,0.337674200534821,subject_1,2.4,1,0.8318122278318338,1,1138.0,45371.0,62597,16432,23865,300,10004,14409,50.75813673692757,149
161.6729856,19,307,35.2999992370605,130,100,570,14,494,52.9358901977539,0.0019874449353665,1.72198498249054,0.0,4.69384098052979,subject_1,1.4,1,0.8318122278318338,1,664.0,46035.0,62597,16739,23865,307,10311,14409,54.659862625179805,149
162.966912,19,307,35.2900009155273,130,100,570,13,494,55.1474685668945,0.0019874449353665,3.93183207511902,0.0,9.11343765258789,subject_1,1.3,1,0.8429895373265012,1,625.0,46660.0,62597,17046,23865,307,10618,14409,59.08128808694889,149
166.8684544,20,300,35.2799987792969,131,100,570,13,494,62.1487503051758,0.0019874449353665,10.927680015564,0.0,23.1039295196533,subject_1,3.9,1,0.8429895373265012,1,1874.0,48534.0,62597,17346,23865,300,10918,14409,73.07841776567517,149
170.1041536,21,285,35.2999992370605,132,100,570,13,494,56.3633308410645,0.0019874449353665,17.4668807983398,0.0,24.7746601104736,subject_1,3.2,1,0.8429895373265012,1,1538.0,50072.0,62597,17631,23865,285,11203,14409,73.83219908433966,149
173.7072896,22,272,35.3199996948242,131,100,570,13,494,50.0259590148926,0.0019874449353665,0.127128705382347,0.0,1.40388202667236,subject_1,3.6,1,0.8429895373265012,1,1730.0,51802.0,62597,17903,23865,272,11475,14409,50.15507516521031,149
178.1226752,22,266,35.2900009155273,128,100,570,14,494,51.6297187805176,0.0019874449353665,0.0,0.0,0.0,subject_1,4.4,1,0.8318122278318338,1,2086.0,53888.0,62597,18169,23865,266,11741,14409,51.631706225452966,149
182.8922752,22,266,35.2999992370605,126,100,570,12,495,50.6451301574707,0.0019874449353665,0.0,0.0,0.0,subject_1,4.8,1,0.8543436937742046,1,2337.0,56225.0,62597,18435,23865,266,12007,14409,50.64711760240607,149
185.6230272,21,279,35.2799987792969,124,100,570,14,494,55.0174789428711,0.0019874449353665,3.98802590370178,0.0,7.89089584350586,subject_1,2.7,1,0.8318122278318338,1,1280.0,57505.0,62597,18714,23865,279,12286,14409,59.00749229150825,149
188.5325568,21,285,35.2900009155273,122,100,570,13,494,60.0878105163574,0.0019874449353665,9.05446815490723,0.0,18.0231704711914,subject_1,2.9,1,0.8429895373265012,1,1393.0,58898.0,62597,18999,23865,285,12571,14409,69.1442661162,149
191.4373248,20,292,35.2999992370605,122,100,570,13,494,66.3013534545898,0.0019874449353665,15.263219833374,0.0,30.4391708374023,subject_1,2.9,1,0.8429895373265012,1,1393.0,60291.0,62597,19291,23865,292,12863,14409,81.56656073289916,149
194.4352512,20,300,35.2900009155273,123,0,570,13,0,74.2965393066406,0.0019874449353665,23.2525100708008,0.0,46.4156684875488,subject_1,3.0,0,0.8429895373265012,1,0.0,60291.0,62597,19591,23865,300,13163,14409,97.55103682237676,149
197.265536,20,300,35.3199996948242,125,0,570,13,0,83.9584808349609,0.0019874449353665,32.9073181152344,0.0,65.7218704223633,subject_1,2.8,0,0.8429895373265012,1,0.0,60291.0,62597,19891,23865,300,13463,14409,116.86778639513066,149
200.2527488,19,307,35.3499984741211,126,0,570,13,0,96.0082626342773,0.0019874449353665,44.9489593505859,0.0,86.4958267211914,subject_1,3.0,0,0.8429895373265012,1,0.0,60291.0,62597,20198,23865,307,13770,14409,140.95920942979856,149
203.1120768,19,315,35.3800010681152,126,0,570,14,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,2.9,0,0.8318122278318338,1,0.0,60291.0,62597,20513,23865,315,14085,14409,150.02281569200568,149
207.905024,18,324,35.3300018310547,124,25,570,13,123,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,4.8,1,0.8429895373265012,1,2306.0,62597.0,62597,20837,23865,324,14409,14409,150.02281569200568,149
212.3455744,18,333,35.3800010681152,121,0,570,13,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,4.4,0,0.8429895373265012,0,0.0,62597.0,62597,21170,23865,0,14409,14409,150.02281569200568,149
217.6279936,18,333,35.310001373291,118,0,570,13,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,5.3,0,0.8429895373265012,0,0.0,62597.0,62597,21503,23865,0,14409,14409,150.02281569200568,149
223.1243392,18,333,35.3300018310547,114,0,570,13,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,5.5,0,0.8429895373265012,0,0.0,62597.0,62597,21836,23865,0,14409,14409,150.02281569200568,149
228.906944,17,342,35.4700012207031,106,0,570,14,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,5.8,0,0.8318122278318338,0,0.0,62597.0,62597,22178,23865,0,14409,14409,150.02281569200568,149
234.45408,16,363,35.5,107,0,570,14,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,5.5,0,0.8318122278318338,0,0.0,62597.0,62597,22541,23865,0,14409,14409,150.02281569200568,149
239.4403712,15,400,35.3899993896484,107,0,570,14,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,5.0,0,0.8318122278318338,0,0.0,62597.0,62597,22941,23865,0,14409,14409,150.02281569200568,149
244.2958208,13,444,35.2900009155273,107,0,570,14,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,4.9,0,0.8318122278318338,0,0.0,62597.0,62597,23385,23865,0,14409,14409,150.02281569200568,149
249.1893888,12,480,35.3199996948242,105,0,570,13,0,100.0,0.0019874449353665,50.0208282470703,0.0,100.0,subject_1,4.9,0,0.8429895373265012,0,0.0,62597.0,62597,23865,23865,0,14409,14409,150.02281569200568,149
0.0,18,324,34.2200012207031,92,0,110,1,0,10.2347002029419,10.2347002029419,0.234894096851349,0.234894096851349,0.234894096851349,subject_2,0.0,0,0.9875026035157897,0,0.0,0.0,13746,324,24320,0,0,14079,20.939188599586497,136
4.0903296,18,324,34.3199996948242,89,0,110,0,0,10.2347002029419,10.2347002029419,0.234894096851349,0.234894096851349,0.234894096851349,subject_2,4.1,0,1.0,0,0.0,0.0,13746,648,24320,0,0,14079,20.939188599586497,136
5.8253952,18,324,34.3499984741211,88,0,110,0,0,11.4946403503418,11.4946403503418,1.49504804611206,1.49491798877716,1.49504494667053,subject_2,1.7,0,1.0,0,0.0,0.0,13746,972,24320,0,0,14079,25.979246735572822,136
6.4831872,18,333,34.3699989318848,87,0,110,0,0,11.8276395797729,11.8277397155762,1.82808995246887,1.82800996303558,1.82802796363831,subject_2,0.7,0,1.0,0,0.0,0.0,13746,1305,24320,0,0,14079,27.31147921085355,136
11.3766656,18,333,34.3600006103516,89,0,110,0,0,16.0157299041748,16.0174007415771,6.01665210723877,6.01758909225464,6.01573705673218,subject_2,4.9,0,1.0,0,0.0,0.0,13746,1638,24320,0,0,14079,44.067371845245304,136
12.2099328,18,333,34.3800010681152,89,0,110,0,0,17.1135501861572,17.1156196594238,7.1145920753479,7.11570882797241,7.11343193054199,subject_2,0.8,0,1.0,0,0.0,0.0,13746,1971,24320,0,0,14079,48.45947074890131,136
13.8350208,17,342,34.4099998474121,89,0,110,0,0,19.0505199432373,19.0532608032227,9.0517463684082,9.0531702041626,9.05015182495117,subject_2,1.6,0,1.0,0,0.0,0.0,13746,2313,24320,0,0,14079,56.208697319030804,136
14.3997056,17,342,34.4199981689453,90,0,110,0,0,19.7955493927002,19.7985591888428,9.79684352874756,9.7983865737915,9.79507827758789,subject_2,0.6,0,1.0,0,0.0,0.0,13746,2655,24320,0,0,14079,59.18933868408206,136
15.2196608,18,333,34.439998626709,90,0,110,0,0,21.13503074646,21.1385192871094,11.1364498138428,11.1382102966309,11.1343698501587,subject_2,0.8,0,1.0,0,0.0,0.0,13746,2988,24320,0,0,14079,64.5482101440431,136
19.0494464,18,333,34.4900016784668,91,0,110,0,0,28.91037940979,28.9169292449951,18.9134101867676,18.9157199859619,18.9088096618652,subject_2,3.8,0,1.0,0,0.0,0.0,13746,3321,24320,0,0,14079,95.6564388275146,136
22.3294336,19,307,34.5200004577637,91,0,110,0,0,36.4260292053223,36.4355583190918,26.4305191040039,26.4333896636963,26.423490524292,subject_2,3.3,0,1.0,0,0.0,0.0,13746,3628,24320,0,0,14079,125.7254962921143,136
26.649792,21,285,34.5499992370605,89,0,110,0,0,53.4710502624512,53.4867782592773,43.4767990112305,43.4822883605957,43.4658699035645,subject_2,4.3,0,1.0,0,0.0,0.0,13746,3913,24320,0,0,14079,193.9169158935547,136
31.4481536,22,272,34.5999984741211,86,0,110,1,0,82.8772964477539,82.7043762207031,72.7853469848633,72.6956634521484,72.8665924072266,subject_2,4.8,0,0.9875026035157897,0,0.0,0.0,13746,4185,24320,0,0,14079,311.0626831054687,136
36.3107968,23,255,34.6399993896484,81,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,4.9,0,1.0,0,0.0,0.0,13746,4440,24320,0,0,14079,400.0,136
39.0373504,23,255,34.6399993896484,81,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,2.7,0,1.0,0,0.0,0.0,13746,4695,24320,0,0,14079,400.0,136
41.527232,23,255,34.6599998474121,81,75,110,0,90,100.0,100.0,100.0,100.0,100.0,subject_2,2.5,1,1.0,1,275.0,275.0,13746,4950,24320,255,255,14079,400.0,136
43.9919104,22,266,34.7000007629395,82,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,2.5,0,1.0,1,0.0,275.0,13746,5216,24320,266,521,14079,400.0,136
46.140544,21,279,34.7299995422363,87,100,110,0,121,100.0,100.0,100.0,100.0,100.0,subject_2,2.1,1,1.0,1,231.0,506.0,13746,5495,24320,279,800,14079,400.0,136
49.1449344,21,279,34.75,93,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,3.0,0,1.0,1,0.0,506.0,13746,5774,24320,279,1079,14079,400.0,136
51.5708416,20,292,34.7400016784668,99,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,2.4,0,1.0,1,0.0,506.0,13746,6066,24320,292,1371,14079,400.0,136
53.7720448,19,307,34.75,103,25,110,0,30,100.0,100.0,100.0,100.0,100.0,subject_2,2.2,1,1.0,1,242.0,748.0,13746,6373,24320,307,1678,14079,400.0,136
55.1706368,19,315,34.7599983215332,105,100,110,0,121,100.0,100.0,100.0,100.0,100.0,subject_2,1.4,1,1.0,1,154.0,902.0,13746,6688,24320,315,1993,14079,400.0,136
55.866624,18,333,34.7599983215332,105,100,110,0,121,100.0,100.0,100.0,100.0,100.0,subject_2,0.7,1,1.0,1,77.0,979.0,13746,7021,24320,333,2326,14079,400.0,136
56.27904,17,342,34.7599983215332,105,0,110,0,0,100.0,100.0,100.0,100.0,100.0,subject_2,0.4,0,1.0,1,0.0,979.0,13746,7363,24320,342,2668,14079,400.0,136
59.19648,18,333,34.8199996948242,107,100,110,0,121,100.0,50.7540817260742,100.0,6.4462890625,100.0,subject_2,2.9,1,1.0,1,319.0,1298.0,13746,7696,24320,333,3001,14079,257.2003707885742,136
61.5283712,18,333,34.8499984741211,108,0,110,0,0,97.2273025512695,56.7823104858398,65.1524276733398,18.4928703308105,44.8963317871094,subject_2,2.3,0,1.0,1,0.0,1298.0,13746,8029,24320,333,3334,14079,237.6549110412596,136
63.8104064,19,315,34.8600006103516,108,0,110,0,0,85.2556076049805,62.5632591247559,52.5636787414551,30.0371608734131,7.431312084198,subject_2,2.3,0,1.0,1,0.0,1298.0,13746,8344,24320,315,3649,14079,230.4197063446046,136
66.1583232,20,292,34.8899993896484,110,100,110,0,121,52.3557090759277,50.7339401245117,51.4060592651367,1.15552294254303,4.03486919403076,subject_2,2.3,1,1.0,1,253.0,1551.0,13746,8636,24320,292,3941,14079,155.65123140811912,136
67.8025728,22,266,34.9199981689453,110,100,110,0,121,53.3037185668945,53.1503295898438,53.5544586181641,8.99902057647705,11.2258396148682,subject_2,1.6,1,1.0,1,176.0,1727.0,13746,8902,24320,266,4207,14079,169.00752735137945,136
70.2377344,24,244,34.9199981689453,109,100,110,1,120,50.2842483520508,55.1235198974609,51.2898597717285,11.0739803314209,2.58538389205933,subject_2,2.4,1,0.9875026035157897,1,261.0,1988.0,13746,9146,24320,244,4451,14079,167.7716083526611,136
72.4869632,26,230,34.9300003051758,109,100,110,0,121,53.164478302002,50.0337905883789,53.7124900817871,22.5545806884766,8.34093761444092,subject_2,2.2,1,1.0,1,242.0,2230.0,13746,9376,24320,230,4681,14079,179.4653396606446,136
75.1283328,27,222,34.9799995422363,108,100,110,1,120,58.0226707458496,55.830940246582,59.0214004516602,7.90683317184448,18.0489406585693,subject_2,2.6,1,0.9875026035157897,1,282.0,2512.0,13746,9598,24320,222,4903,14079,180.78184461593628,136
